Accession,Descriptions,Genes,#.Peptides.QEX3_1226028,#.Peptides.QEX3_1226029,#.Peptides.QEX3_1226030,#.Peptides.QEX3_1226031,#.Peptides.QEX3_1226032,#.Peptides.QEX3_1226033,#.Peptides.QEX3_1226034,#.PSMs.QEX3_1226028,#.PSMs.QEX3_1226029,#.PSMs.QEX3_1226030,#.PSMs.QEX3_1226031,#.PSMs.QEX3_1226032,#.PSMs.QEX3_1226033,#.PSMs.QEX3_1226034,#.Unique.Peptides.QEX3_1226028,#.Unique.Peptides.QEX3_1226029,#.Unique.Peptides.QEX3_1226030,#.Unique.Peptides.QEX3_1226031,#.Unique.Peptides.QEX3_1226032,#.Unique.Peptides.QEX3_1226033,#.Unique.Peptides.QEX3_1226034,%.Coverage.QEX3_1226028,%.Coverage.QEX3_1226029,%.Coverage.QEX3_1226030,%.Coverage.QEX3_1226031,%.Coverage.QEX3_1226032,%.Coverage.QEX3_1226033,%.Coverage.QEX3_1226034,t=0; WTYAP; Abundance.QEX3_1226028,t=24; WTYAP; Abundance.QEX3_1226029,t=36; WTYAP; Abundance.QEX3_1226030,t=48; WTYAP; Abundance.QEX3_1226031,t=0; Y2TAZ; Abundance.QEX3_1226032,t=36; Y2TAZ; Abundance.QEX3_1226033,t=48; Y2TAZ; Abundance.QEX3_1226034,,,,,,
Q9NQW6,"Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2, Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2, Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2",ANLN,,11,14,6,,,,,14,16,8,,,,,11,14,6,,,,,10,13,5,,,,,792072.61,1474621.85,2512882.09,,,,,,,,,
Q9NW13,"RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3, RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3, RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3",RBM28,,8,12,14,,,,,9,13,16,,,,,8,12,14,,,,,12,18,20,,,,,420180.00,1525977.80,3938084.92,,,,,,,,,
Q9NYF8,"Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2, Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2, Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2",BCLAF1,,8,13,12,,,,,9,15,14,,,,,8,13,12,,,,,9,16,13,,,,,1919667.28,3529607.47,8091073.77,,,,,,,,,
P13639,"Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4, Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4, Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4, Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",EEF2,2,6,13,12,,,,2,7,15,13,,,,1,5,12,11,,,,2,7,19,16,,,,28334.49,390876.80,1787856.64,3545039.07,,,,,,,,,
P40429,"60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2, 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2, 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2",RPL13A,,5,9,8,,,,,7,15,15,,,,,5,9,8,,,,,23,37,33,,,,,1647526.13,7596068.42,17721161.73,,,,,,,,,
P43246,"DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1, DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1, DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1",MSH2,,10,14,11,,,,,10,15,12,,,,,10,14,11,,,,,10,15,12,,,,,439570.64,2167595.89,4407310.22,,,,,,,,,
P61221,"ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1, ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1, ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1",ABCE1,,7,12,11,,,,,8,14,15,,,,,7,12,11,,,,,14,26,20,,,,,463500.35,1574303.12,3215924.61,,,,,,,,,
Q06830,"Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1, Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1, Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1, Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",PRDX1,,8,11,8,4,,,,10,13,9,5,,,,7,8,7,3,,,,40,63,37,20,,,,1049705.65,3352035.30,8645849.89,188237.69,,,,,,,,
Q12788,"Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2, Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2, Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2, Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2",TBL3,3,10,12,7,,,,3,10,13,11,,,,3,10,12,7,,,,4,17,22,13,,,,38143.70,132183.47,560513.90,202194.88,,,,,,,,,
Q12996,"Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1, Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1, Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1",CSTF3,,9,12,16,,,,,9,12,16,,,,,9,12,16,,,,,17,21,26,,,,,125969.07,1817898.50,4988396.09,,,,,,,,,
Q14966,"Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2, Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2, Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2",ZNF638,,10,10,14,,,,,11,10,16,,,,,10,10,14,,,,,6,6,8,,,,,645458.73,1072140.84,3615277.39,,,,,,,,,
Q15050,"Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2, Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2, Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2",RRS1,,8,9,11,,,,,9,12,16,,,,,8,9,11,,,,,25,25,33,,,,,968861.30,3430505.52,9590771.97,,,,,,,,,
Q86Y46,"Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1, Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1, Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1, Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1",KRT73,6,5,3,,3,,,17,10,6,,4,,,1,1,1,,1,,,7,7,5,,5,,,197862.70,126143.54,151102.74,,62075.00,,,,,,,,
Q86YP4,"Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1, Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1, Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1",GATAD2A,,11,9,14,,,,,11,9,17,,,,,11,9,13,,,,,24,19,29,,,,,363345.73,572608.67,3369434.22,,,,,,,,,
Q9UPQ0,"LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4, LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4, LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4",LIMCH1,,4,8,20,,,,,4,8,25,,,,,4,8,20,,,,,5,10,23,,,,,109081.13,555733.88,5642527.09,,,,,,,,,
O00541,"Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1, Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1, Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1, Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1",PES1,2,9,9,9,,,,3,11,11,11,,,,2,9,9,9,,,,3,14,16,19,,,,48284.96,854239.18,1892178.11,2165826.04,,,,,,,,,
P13797,"Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4, Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4, Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4",PLS3,,15,5,9,,,,,19,7,10,,,,,12,5,9,,,,,27,7,14,,,,,2108173.82,192814.64,1582202.63,,,,,,,,,
P22087,"rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2, rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2, rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2",FBL,,7,8,8,,,,,11,13,12,,,,,7,8,8,,,,,25,31,31,,,,,1087077.31,1704822.59,4131752.50,,,,,,,,,
P46779,"60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3, 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3, 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3, 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3",RPL28,,5,7,9,2,,,,6,10,18,2,,,,5,7,9,2,,,,31,39,50,10,,,,2313897.45,6852110.02,24575740.22,127242.24,,,,,,,,
P50914,"60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4, 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4, 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4, 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4, 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4",RPL14,2,6,8,8,,1,,3,10,14,8,,1,,2,6,8,8,,1,,11,28,38,36,,6,,68235.54,956707.58,11874453.07,24799839.25,,,,,,,,,
Q14204,"Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5, Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5, Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5",DYNC1H1,,7,11,17,,,,,7,11,18,,,,,7,11,17,,,,,2,3,4,,,,,202654.38,973322.35,2228854.63,,,,,,,,,
Q8N3U4,"Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3, Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3, Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3",STAG2,,5,17,12,,,,,5,18,13,,,,,5,12,7,,,,,3,14,10,,,,,167179.27,1902786.44,2499355.25,,,,,,,,,
Q99459,"Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2, Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2, Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2, Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2, Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2",CDC5L,1,7,10,13,,2,,1,8,11,14,,2,,1,7,10,13,,2,,1,11,18,20,,3,,15322.91,543438.90,980104.52,2917638.24,,22489.68,,,,,,,
P04899,"Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3, Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3, Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3, Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3",GNAI2,1,5,10,13,,,,1,7,11,16,,,,1,5,5,7,,,,4,15,35,49,,,,,485244.17,1400100.32,6682270.13,,,,,,,,,
P24928,"DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2, DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2, DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2, DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2",POLR2A,1,8,7,15,,,,1,10,9,15,,,,1,8,7,15,,,,1,5,3,9,,,,5942.26,180357.27,402825.47,1469119.82,,,,,,,,,
Q12792,"Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3, Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3, Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3, Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3",TWF1,2,7,9,7,,,,2,10,14,9,,,,1,4,6,4,,,,6,18,25,16,,,,,305219.14,720440.85,1317492.91,,,,,,,,,
Q12955,"Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3, Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3, Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3",ANK3,,9,12,12,,,,,9,12,14,,,,,9,12,10,,,,,3,3,3,,,,,305845.18,702089.86,1559015.61,,,,,,,,,
Q5SY16,"Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1, Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1, Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1",NOL9,,8,8,7,,,,,11,10,14,,,,,8,8,7,,,,,17,15,12,,,,,626182.78,1364569.67,2957995.91,,,,,,,,,
Q9GZR7,"ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1, ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1, ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1",DDX24,,12,10,7,,,,,15,11,9,,,,,12,10,7,,,,,16,13,10,,,,,622994.71,995237.64,1563706.28,,,,,,,,,
Q9UEY8,"Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1, Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1, Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1, Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1",ADD3,1,13,10,7,,,,1,15,11,8,,,,1,13,10,7,,,,2,25,17,14,,,,12316.16,2488888.04,2527624.09,2109613.38,,,,,,,,,
Q9Y608,"Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1, Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1, Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1",LRRFIP2,,7,11,13,,,,,7,12,16,,,,,6,10,12,,,,,12,19,18,,,,,703188.60,2730043.18,10830991.35,,,,,,,,,
O14497,"AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3, AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3, AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3, AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3",ARID1A,1,12,6,10,,,,1,14,6,13,,,,1,12,5,9,,,,0,6,4,6,,,,73519.06,665300.56,455434.70,1710133.51,,,,,,,,,
O75955,"Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3, Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3, Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3",FLOT1,,6,11,16,,,,,6,11,17,,,,,6,11,16,,,,,17,30,46,,,,,215902.96,1368488.23,5904790.34,,,,,,,,,
P49916,"DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2, DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2, DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2",LIG3,,8,13,11,,,,,8,13,13,,,,,8,13,11,,,,,9,14,12,,,,,154854.35,663600.92,944318.95,,,,,,,,,
P51531,"Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2, Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2, Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2",SMARCA2,,11,9,8,,,,,14,10,10,,,,,2,2,1,,,,,7,6,5,,,,,108986.27,160108.80,58337.19,,,,,,,,,
P62750,"60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1, 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1, 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1, 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1",RPL23A,1,6,9,8,,,,1,7,14,12,,,,1,6,9,8,,,,8,31,44,44,,,,12692.07,807028.71,4059866.79,9205149.11,,,,,,,,,
Q16629,"Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1, Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1, Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1, Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1, Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1",SRSF7,1,6,8,5,2,,,1,10,11,10,2,,,1,5,7,5,2,,,4,24,29,24,9,,,37887.55,1223623.98,5187761.63,10616311.31,39855.60,,,,,,,,
Q7L576,"Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1, Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1, Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1",CYFIP1,,8,11,13,,,,,8,12,14,,,,,4,11,7,,,,,8,10,11,,,,,193565.73,768315.06,2600626.87,,,,,,,,,
Q99661,"Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2, Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2, Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2",KIF2C,,9,10,8,,,,,12,12,10,,,,,9,10,7,,,,,13,14,12,,,,,473438.88,1066325.13,1475704.46,,,,,,,,,
Q9BUQ8,"Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3, Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3, Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3",DDX23,,8,8,11,,,,,10,9,15,,,,,8,8,11,,,,,9,10,13,,,,,332946.88,813180.87,3145128.45,,,,,,,,,
Q9Y5K6,"CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1, CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1, CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1",CD2AP,,7,10,13,,,,,7,11,16,,,,,7,10,13,,,,,13,18,23,,,,,221737.09,1285194.13,4560498.94,,,,,,,,,
O00567,"Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4, Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4, Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4",NOP56,,8,12,10,,,,,8,13,12,,,,,8,12,10,,,,,16,26,20,,,,,933328.44,1756175.98,2413582.85,,,,,,,,,
O15144,"Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1, Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1, Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1, Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1",ARPC2,,9,6,7,1,,,,14,8,10,1,,,,9,6,7,1,,,,31,20,25,3,,,,2074479.33,1014140.39,2538629.80,16499.21,,,,,,,,
O15231,"Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3, Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3, Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3",ZNF185,,13,5,10,,,,,17,6,10,,,,,13,5,10,,,,,20,8,17,,,,,1138525.61,238502.32,1722215.00,,,,,,,,,
P05141,"ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7, ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7, ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7, ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7",SLC25A5,2,,8,8,7,,,2,,12,11,8,,,2,,2,3,7,,,6,,26,29,24,,,73841.16,,2638183.10,5064476.98,378188.58,,,,,,,,
P12236,"ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4, ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4, ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",SLC25A6,,8,8,7,,,,,12,12,9,,,,,8,2,2,,,,,25,27,24,,,,,1736084.29,185836.96,311512.39,,,,,,,,,
P28347,"Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2, Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2, Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2, Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2",TEAD1,8,5,8,8,,,,8,5,9,11,,,,2,2,6,3,,,,17,14,21,17,,,,109421.90,497851.16,1071199.02,3064493.17,,,,,,,,,
P52701,"DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2, DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2, DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2",MSH6,,7,13,12,,,,,7,14,12,,,,,7,13,12,,,,,6,11,9,,,,,195645.93,1089721.11,1357324.39,,,,,,,,,
P62888,"60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2, 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2, 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2",RPL30,,6,5,7,,,,,8,11,14,,,,,6,5,7,,,,,59,59,66,,,,,837078.99,3041613.42,12449879.59,,,,,,,,,
P62913,"60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2, 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2, 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2, 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2, 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2",RPL11,2,6,5,4,1,,,4,9,9,10,1,,,2,6,5,4,1,,,13,30,28,21,8,,,99276.66,2557937.37,5368989.39,11187884.77,26359.87,,,,,,,,
Q12789,"General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4, General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4, General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4",GTF3C1,,9,13,10,,,,,10,13,10,,,,,9,13,10,,,,,4,7,5,,,,,198818.37,497866.50,495831.24,,,,,,,,,
Q15059,"Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1, Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1",BRD3,,,11,12,,,,,,15,18,,,,,,6,7,,,,,,18,18,,,,,,620517.65,2946236.57,,,,,,,,,
Q6QEF8,"Coronin-6 OS=Homo sapiens OX=9606 GN=CORO6 PE=1 SV=2, Coronin-6 OS=Homo sapiens OX=9606 GN=CORO6 PE=1 SV=2, Coronin-6 OS=Homo sapiens OX=9606 GN=CORO6 PE=1 SV=2",CORO6,,3,3,3,,,,,10,12,11,,,,,1,1,1,,,,,5,5,5,,,,,32180.06,123788.34,171461.75,,,,,,,,,
